model_idx,loading_sbml_error,loading_jax_error,init_error,simu_error,model_name,species_names,genus_names,family_names,order_names,class_names,phylum_names,kingdom_names,superkingdom_names,n_species,n_parameters,n_compartments,n_reactions,n_raterules,n_assignmentrules,n_nodes,n_inputs_per_node,n_variables,n_constants,simu_time (T=10)
946,,,,Python int 2000000000000 too large to convert to int32,Evans2005 - Compartmental model for antineoplastic drug topotecan in breast cancer cells,['Homo sapiens'],['Homo'],['Hominidae'],['Primates'],['Mammalia'],['Chordata'],['Metazoa'],['Eukaryota'],7,21,1,0,7,4,7,"[0, 0, 0, 0, 0, 0, 0]",4,18,
947,,,,,Lee2017 - Paracetamol first-pass metabolism PK model,['Homo sapiens'],['Homo'],['Hominidae'],['Primates'],['Mammalia'],['Chordata'],['Metazoa'],['Eukaryota'],9,12,3,0,9,3,9,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",3,12,0.938260793685913
948,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
949,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
950,,,,,Chitnis2012 - Model Rift Valley Fever transmission between cattle and mosquitoes (Model 1),[],[],[],[],[],[],[],[],7,22,2,0,7,21,7,"[0, 0, 0, 0, 0, 0, 0]",21,3,1.18612623214722
951,,,,NaN values,Mitrophanov2015 - Simulating extended Hockin Blood Coagulation Model under varied pH,['Homo sapiens'],['Homo'],['Hominidae'],['Primates'],['Mammalia'],['Chordata'],['Metazoa'],['Eukaryota'],34,61,1,33,0,16,34,"[2, 4, 1, 4, 7, 6, 3, 4, 2, 3, 1, 2, 2, 1, 3, 5, 4, 3, 3, 3, 2, 3, 3, 2, 3, 2, 2, 2, 5, 1, 1, 1, 1, 1]",16,46,
952,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
953,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
954,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
955,,Events are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
956,,Events are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
957,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
958,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
959,,New case: unkown Reaction variable: log10,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
960,,Events are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
961,,LibSBML read error,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
962,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
963,,Events are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
964,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
965,,LibSBML read error,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
966,,LibSBML read error,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
967,,LibSBML read error,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
968,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
969,,Events are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
970,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
971,,Events are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
972,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
973,,float division by zero,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
974,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
975,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
976,,Events are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
977,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
978,,Events are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
979,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
980,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
981,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
982,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
983,,Events are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
984,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
985,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
986,,Events are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
987,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
988,,LibSBML read error,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
989,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
990,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
991,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
992,Model #992 does not exits!,LibSBML read error,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
993,Model #993 does not exits!,LibSBML read error,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
994,,Events are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
995,,Events are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
996,,Events are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
997,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
998,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
999,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
1000,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
1001,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
1002,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
1003,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
1004,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
1005,,New case: unkown Reaction variable: ceil,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
1006,,Events are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
1007,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
1008,,,,"dot_general requires contracting dimensions to have the same shape, got (0,) and (1,).",Scaramellini1997 - Two-receptor:One-transducer (2R1T) model for analysis of interactions between agonists,[],[],[],[],[],[],[],[],5,10,1,0,0,4,0,[],4,12,
1009,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
1010,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
1011,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
1012,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
1013,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
1014,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
1015,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
1016,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
1017,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
1018,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
1019,,Events are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
1020,,Events are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
1021,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
1022,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
1023,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
1024,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
1025,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
1026,,New case: unkown Reaction variable: Vin,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
1027,,Events are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
1028,,Events are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
1029,,Events are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
1030,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
1031,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
1032,,Events are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
1033,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
1034,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
1035,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
1036,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
1037,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
1038,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
1039,,Events are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
1040,,New case: unkown Reaction variable: Vin,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
1041,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
1042,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
1043,,Events are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
1044,,LibSBML read error,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
1045,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
1046,,'NoneType' object has no attribute 'getMath',,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
1047,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
1048,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
